user_id,frequency,recency,T,monetary_value,total_orders,total_spend,avg_order_value,unique_products,avg_basket_size,interpurchase_std,is_one_time_buyer,cancellation_rate,country,actual_holdout_transactions,actual_holdout_revenue,purchased_in_holdout,recency_ratio,country_enc,p_purchase,is_test,spend_tier,expected_revenue_if_purchase,clv_180d,clv_12m,propensity_decile,segment
12360,3,16,471,705.4699999999999,4,2234.41,558.6025,107,32.25,52.348193219378,0,0.1428571428571428,Austria,2,1378.48,1,0.0339702760084925,1,0.8386623620986938,False,High Spend,2866.18,2403.7572890000342,4794.379292267828,9,High Value
12361,3,103,498,119.01666666666668,4,451.25,112.8125,17,6.25,37.8021163428716,0,0.0,Belgium,0,0.0,0,0.2068273092369477,3,0.555679452419281,False,Low Spend,402.12,223.44982140684127,445.67860553823533,7,Low Value
12362,1,41,111,450.24,2,884.3399999999999,442.17,51,27.0,0.0,0,0.25,Belgium,8,3852.89,1,0.3693693693693693,3,0.7068876147270202,False,High Spend,2866.18,2026.0671435782906,4041.062882000416,8,High Value
12363,0,58,58,299.1,1,299.1,299.1,16,16.0,0.0,1,0.0,Unspecified,1,252.9,1,1.0,39,0.5412528038024902,False,Mid Spend,850.75,460.47082283496854,918.4254116653744,6,Growing
12365,0,107,107,320.69,1,320.69,320.69,21,21.0,0.0,1,0.3333333333333333,Cyprus,0,0.0,0,1.0,7,0.4159483194351196,False,Mid Spend,850.75,353.868032759428,705.8023604218099,5,Growing
12366,0,449,449,500.24,1,500.24,500.24,3,3.0,0.0,1,0.0,Cyprus,0,0.0,0,1.0,7,0.12674111276865,False,High Spend,2866.18,363.2628425952492,724.5406423347866,1,At-Risk
12368,0,444,444,917.7,1,917.7,917.7,18,18.0,0.0,1,0.0,Cyprus,0,0.0,0,1.0,7,0.1351002469658851,False,High Spend,2866.18,387.22162584868056,772.327286528789,1,At-Risk
12369,2,229,457,601.415,3,1511.15,503.71666666666664,89,30.0,111.01576464628796,0,0.0,Austria,0,0.0,0,0.5010940919037199,1,0.501878434419632,False,High Spend,2866.18,1438.4739311648607,2869.0873490446675,6,Growing
12370,5,90,484,562.864,6,3217.2799999999997,536.2133333333333,149,28.166666666666668,109.1274484261407,0,0.0,Cyprus,1,739.28,1,0.1859504132231405,7,0.7550217151641846,False,High Spend,2866.18,2164.0281395692823,4316.230988758404,8,High Value
12371,2,225,461,789.27,3,1819.42,606.4733333333334,90,33.666666666666664,166.17009357883867,0,0.0,Switzerland,1,1527.96,1,0.4880694143167028,34,0.5412552952766418,False,High Spend,2866.18,1551.3351022160052,3094.1929634362946,6,High Value
12372,1,28,112,479.7,2,842.9200000000001,421.46,31,18.5,0.0,0,0.0,Denmark,1,353.12,1,0.25,9,0.6763975977897644,False,High Spend,2866.18,1938.6772668330668,3866.7606688200513,7,High Value
12373,2,127,489,284.875,3,927.65,309.2166666666667,35,16.0,185.969083452062,0,0.0,Austria,0,0.0,0,0.2597137014314928,1,0.477098274230957,True,Mid Spend,850.75,405.89135680198666,809.5647280476783,5,Growing
12374,1,237,404,657.75,2,2046.29,1023.145,46,24.5,0.0,0,0.0,Austria,1,622.93,1,0.5866336633663366,1,0.4677550077438354,False,High Spend,2866.18,1340.670048095226,2674.014030353866,5,Growing
12376,1,205,233,30.6,2,383.15,191.575,10,5.5,0.0,0,0.0,Switzerland,0,0.0,0,0.8798283261802575,34,0.3328912615776062,False,Low Spend,402.12,133.862234105587,266.99298059311064,3,Low Value
12377,3,131,405,685.12,4,3266.32,816.58,128,37.5,101.53324578678652,0,0.0,Switzerland,0,0.0,0,0.3234567901234568,34,0.6422570705413818,False,High Spend,2866.18,1840.8243704442975,3671.5895913233257,7,High Value
12378,0,378,378,1407.7,1,1407.7,1407.7,82,82.0,0.0,1,0.0,Switzerland,1,4008.62,1,1.0,34,0.3317367076873779,False,High Spend,2866.18,950.8171168394088,1896.4385117288755,3,Growing
12379,1,238,350,370.5,2,692.98,346.49,36,19.5,0.0,0,0.0,Belgium,2,777.24,1,0.68,3,0.4348359704017639,True,High Spend,2866.18,1246.3181616461277,2485.8258415346263,5,Growing
12380,4,1,478,959.185,5,5345.39,1069.078,123,40.4,120.0482541869449,0,0.2727272727272727,Belgium,3,1865.26,1,0.002092050209205,3,0.8386623620986938,False,High Spend,2866.18,2403.7572890000342,4794.379292267828,9,High Value
12383,4,0,168,268.21,5,1628.56,325.712,83,18.8,18.5,0,0.1666666666666666,Belgium,0,0.0,0,0.0,3,0.921626913547516,False,Mid Spend,850.75,784.0740967005493,1563.8636354956311,9,Growing
12385,0,195,195,1668.4,1,1668.4,1668.4,64,64.0,0.0,1,0.5,Belgium,0,0.0,0,1.0,3,0.4136281073093414,False,High Spend,2866.18,1185.532608607888,2364.5868969501594,5,Growing
12386,1,153,182,143.0,2,401.9,200.95,10,5.0,0.0,0,0.0,Australia,0,0.0,0,0.8406593406593407,0,0.3387036204338073,True,Low Spend,402.12,136.1994998488426,271.65474013566967,3,Low Value
12387,0,231,231,143.94,1,143.94,143.94,9,9.0,0.0,1,0.0,Australia,0,0.0,0,1.0,0,0.2740757197141647,False,Low Spend,402.12,110.21132841145992,219.82040912668234,2,Low Value
12388,4,91,398,356.27000000000004,5,1886.7,377.34,52,16.2,59.174177926975325,0,0.0,Australia,3,2014.41,1,0.228643216080402,0,0.6763975977897644,False,High Spend,2866.18,1938.6772668330668,3866.7606688200513,7,High Value
12389,2,218,471,634.24,3,1433.33,477.77666666666664,41,16.333333333333332,53.74011537017761,0,0.0,Australia,0,0.0,0,0.4628450106157112,0,0.5062369108200073,False,High Spend,2866.18,1450.9661090540885,2894.003441555969,6,Growing
12391,4,280,478,393.1975,5,2285.1800000000003,457.03600000000006,159,33.4,61.37589103222861,0,0.1666666666666666,Cyprus,1,439.66,1,0.5857740585774058,7,0.5071420252323151,False,High Spend,2866.18,1453.560329880357,2899.1777071384167,6,Growing
12392,0,407,407,234.75000000000003,1,234.75000000000003,234.75000000000003,7,7.0,0.0,1,0.0,Australia,0,0.0,0,1.0,0,0.0973216086626052,True,Mid Spend,850.75,82.79635856971137,165.14027802155547,1,At-Risk
12393,4,61,244,393.5375,5,1877.95,375.59,53,16.4,32.78592177546129,0,0.1666666666666666,Australia,1,521.5,1,0.25,0,0.7884328126907348,False,High Spend,2866.18,2259.79035907793,4507.232136958713,8,High Value
12394,0,33,33,351.08,1,351.08,351.08,20,20.0,0.0,1,0.0,Belgium,1,729.4,1,1.0,3,0.5610848426818847,False,High Spend,2866.18,1608.1701543979643,3207.5524937445734,7,High Value
12395,8,27,418,239.1025,9,2948.26,327.58444444444444,116,17.333333333333332,34.83430164979013,0,0.1818181818181818,Belgium,6,1292.91,1,0.0645933014354067,3,0.98125,True,Mid Spend,850.75,834.7984375,1665.0351349043715,10,Growing
12396,0,490,490,931.43,1,931.43,931.43,65,65.0,0.0,1,0.0,RSA,0,0.0,0,1.0,29,0.1778951525688171,False,High Spend,2866.18,509.87952838969215,1016.9728298482931,2,At-Risk
12399,4,29,460,335.40500000000003,5,1532.6,306.52000000000004,54,17.6,39.8706241068116,0,0.0,Belgium,2,309.7,1,0.0630434782608695,3,0.8472585678100586,False,Mid Spend,850.75,720.8052265644073,1437.6716267541458,9,Growing
12400,0,230,230,205.25,1,205.25,205.25,11,11.0,0.0,1,0.0,Australia,0,0.0,0,1.0,0,0.3104323625564575,True,Mid Spend,850.75,264.1003324449062,526.7574936742665,3,Low Value
12401,0,119,119,69.3,1,69.3,69.3,4,4.0,0.0,1,0.0,Belgium,0,0.0,0,1.0,3,0.220461842417717,True,Low Spend,402.12,88.65211607301235,176.819794353276,2,Low Value
12402,5,139,486,192.04,6,1136.9,189.48333333333335,42,10.666666666666666,7.874007874011811,0,0.1428571428571428,Belgium,0,0.0,0,0.2860082304526748,3,0.529543149471283,False,Low Spend,402.12,212.93989126539233,424.7161765675858,6,Low Value
12403,0,337,337,555.6600000000001,1,555.6600000000001,555.6600000000001,3,3.0,0.0,1,0.0,Denmark,1,391.7,1,1.0,9,0.2476232081651687,False,High Spend,2866.18,709.7326867788431,1415.5870528649057,2,Growing
12404,0,498,498,63.24,1,63.24,63.24,1,1.0,0.0,1,0.0,Finland,0,0.0,0,1.0,12,0.0239999994635581,False,Low Spend,402.12,9.650879784285983,19.249022520570403,1,At-Risk
12406,2,215,513,1046.93,3,2975.0600000000004,991.6866666666668,44,20.333333333333332,67.17514421272202,0,0.25,Denmark,2,3415.3,1,0.4191033138401559,9,0.5290703296661377,False,High Spend,2866.18,1516.4107974824904,3024.53519716453,6,High Value
12407,1,51,80,239.66,2,450.96,225.48,22,12.5,0.0,0,0.0,Belgium,3,1056.16,1,0.6375,3,0.5794572234153748,False,Mid Spend,850.75,492.9732328206301,983.2526228389617,7,Growing
12408,4,76,314,467.6774999999999,5,2049.81,409.962,65,17.2,51.69381007432128,0,0.4444444444444444,Belgium,3,1855.96,1,0.2420382165605095,3,0.7318411231040954,False,High Spend,2866.18,2097.588390218496,4183.7145487964535,8,High Value
12409,3,236,381,1848.0466666666664,4,12346.62,3086.6549999999997,125,38.75,48.99319680663156,0,0.3333333333333333,Switzerland,3,11072.67,1,0.6194225721784777,34,0.5972455024719239,False,High Spend,2866.18,1711.8131142749787,3414.272058526597,7,High Value
12410,2,124,318,266.66499999999996,3,773.71,257.90333333333336,35,12.666666666666666,136.47160876900367,0,0.25,Switzerland,0,0.0,0,0.389937106918239,34,0.5266893744468689,False,Mid Spend,850.75,448.0809853106737,893.7134406469722,6,Growing
12411,0,225,225,346.9,1,346.9,346.9,22,22.0,0.0,1,0.0,Australia,0,0.0,0,1.0,0,0.341224592924118,False,High Spend,2866.18,978.0111037472485,1950.6778845232006,3,Growing
12412,2,218,355,313.585,3,1262.05,420.68333333333334,49,21.0,23.33452377915607,0,0.4,Denmark,3,1142.88,1,0.6140845070422535,9,0.5346918821334838,False,Mid Spend,850.75,454.8891187250614,907.2925045609148,6,Growing
12413,2,52,218,254.95,3,695.25,231.75,36,13.0,24.748737341529164,0,0.4,France,1,176.20000000000002,1,0.2385321100917431,13,0.7245316982269288,False,Mid Spend,850.75,616.3953422665596,1229.4224039742855,8,Growing
12414,3,33,279,147.47,4,532.41,133.1025,19,5.5,71.50058274820796,0,0.25,Austria,0,0.0,0,0.1182795698924731,1,0.5545683383941651,False,Low Spend,402.12,223.00302023506165,444.7874447311339,6,Low Value
12415,9,19,343,7519.555555555557,10,70002.74,7000.274,293,48.3,30.931824675854116,0,0.125,Australia,14,74030.63,1,0.0553935860058309,0,0.99375,False,High Spend,2866.18,2848.2663749999997,5680.968452868852,10,High Value
12416,0,472,472,202.56,1,202.56,202.56,11,11.0,0.0,1,0.0,Australia,0,0.0,0,1.0,0,0.0856484703719615,False,Mid Spend,850.75,72.86543616894625,145.3327005555485,1,At-Risk
12417,15,3,549,277.16533333333336,16,4436.58,277.28625,209,15.875,21.322244141696135,0,0.2727272727272727,Belgium,4,1561.83,1,0.0054644808743169,3,0.9846590876579284,False,Mid Spend,850.75,837.6987188249826,1670.8198490225063,10,Growing
12418,2,229,446,504.34,3,1352.62,450.8733333333334,61,22.666666666666668,77.07463914933368,0,0.25,Switzerland,1,668.58,1,0.5134529147982063,34,0.5290703296661377,False,High Spend,2866.18,1516.4107974824904,3024.53519716453,6,High Value
12419,1,201,229,152.1,2,391.01,195.505,22,11.5,0.0,0,0.0,Spain,0,0.0,0,0.8777292576419214,32,0.3431476712226867,False,Low Spend,402.12,137.98654155206677,275.2190582869091,4,Low Value
12421,2,135,321,157.605,3,365.01,121.67,26,9.333333333333334,4.242640687119285,0,0.25,Spain,3,509.59,1,0.4205607476635514,32,0.4450715720653534,False,Low Spend,402.12,178.97218055891992,356.96637106014083,5,Low Value
12422,9,140,537,346.5877777777778,10,3194.29,319.429,111,13.7,22.147861697639748,0,0.2105263157894736,Switzerland,2,445.06,1,0.260707635009311,34,0.688223683834076,False,High Spend,2866.18,1972.5729581315518,3934.366829060199,8,High Value
12423,7,7,281,241.56714285714287,8,1953.77,244.22125,112,16.0,24.63640357179556,0,0.0,Belgium,1,153.98,1,0.0249110320284697,3,0.9607902288436888,False,Mid Spend,850.75,817.3922871887683,1630.3179498573793,10,Growing
12424,1,238,364,1132.53,2,1579.07,789.535,59,31.0,0.0,0,0.6,Australia,2,1760.96,1,0.6538461538461539,0,0.5125167310237885,False,High Spend,2866.18,1468.965204125762,2929.9032759885417,6,Growing
12425,0,264,264,964.21,1,964.21,964.21,55,55.0,0.0,1,0.5,Portugal,1,777.2,1,1.0,28,0.3515550255775451,True,High Spend,2866.18,1007.6199832098481,2009.7338462928665,4,Growing
12426,1,10,478,510.73,2,1201.21,600.605,72,37.5,0.0,0,0.3333333333333333,Germany,0,0.0,0,0.0209205020920502,14,0.6168953657150269,False,High Spend,2866.18,1768.1331593050957,3526.604388777923,7,High Value
12427,0,187,187,249.5,1,249.5,249.5,9,9.0,0.0,1,0.5,Germany,2,450.3,1,1.0,14,0.3334823727607727,True,Mid Spend,850.75,283.71012862622734,565.8699286807266,3,Low Value
12428,4,58,99,793.9849999999999,5,5119.34,1023.868,226,46.2,7.788880963698615,0,0.25,Finland,3,1285.92,1,0.5858585858585859,12,0.8071938395500183,True,High Spend,2866.18,2313.5628390414713,4614.48325819747,8,High Value
12429,5,43,362,615.8979999999999,6,3973.49,662.2483333333333,85,15.833333333333334,61.88941751220478,0,0.1428571428571428,Denmark,2,1868.92,1,0.1187845303867403,9,0.8497734665870667,False,High Spend,2866.18,2435.6037144625184,4857.898119009941,9,High Value
12431,16,16,509,363.626875,17,6803.3,400.1941176470588,197,16.58823529411765,22.849872355588044,0,0.2083333333333333,Australia,8,3298.92,1,0.0314341846758349,0,1.0,False,High Spend,2866.18,2866.18,5716.69781420765,10,High Value
12433,4,182,292,1763.2475,5,7205.389999999999,1441.078,163,57.2,17.173137938847013,0,0.1666666666666666,Norway,3,6950.06,1,0.6232876712328768,26,0.6564993500709534,False,High Spend,2866.18,1881.645307186365,3753.008399579362,7,High Value
12434,1,76,197,286.25,2,583.54,291.77,34,18.0,0.0,0,0.5,Australia,1,519.89,1,0.3857868020304568,0,0.555679452419281,False,Mid Spend,850.75,472.7442941457033,942.9052861376049,7,Growing
12435,4,83,553,2266.7575,5,10075.03,2015.006,81,19.0,34.7754702819866,0,0.0,Denmark,1,3850.9,1,0.1500904159132007,9,0.7670042395591736,False,High Spend,2866.18,2198.372211339712,4384.731459775929,8,High Value
12437,27,14,553,298.8814814814815,28,8594.08,306.93142857142857,227,14.75,16.81176158632187,0,0.2162162162162162,France,10,2688.32,1,0.0253164556962025,13,1.0,False,Mid Spend,850.75,850.75,1696.8510928961748,10,Growing
12439,1,498,541,76.52000000000001,2,1142.88,571.44,69,35.5,0.0,0,0.3333333333333333,Cyprus,0,0.0,0,0.9205175600739371,7,0.2020018219947815,False,Low Spend,402.12,81.22897266054154,162.01407115353913,2,Low Value
12440,1,278,533,250.69,2,739.2,369.6,20,15.0,0.0,0,0.3333333333333333,Austria,0,0.0,0,0.5215759849906192,1,0.288987523317337,False,Mid Spend,850.75,245.85613546222447,490.36879477438214,3,Low Value
12441,0,182,182,155.55,1,155.55,155.55,10,10.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.2450260490179062,False,Low Spend,402.12,98.52987483108045,196.52133504559762,2,Low Value
12443,0,548,548,365.31,1,365.31,365.31,20,20.0,0.0,1,0.0,Norway,0,0.0,0,1.0,26,0.0874731235206127,True,High Spend,2866.18,250.7137171723097,500.0574140322024,1,At-Risk
12445,0,236,236,301.58000000000004,1,301.58000000000004,301.58000000000004,20,20.0,0.0,1,0.5,Spain,1,77.4,1,1.0,32,0.3515550255775451,False,Mid Spend,850.75,299.0854380100965,596.5365293644,4,Growing
12447,0,59,59,431.49,1,431.49,431.49,25,25.0,0.0,1,0.0,Belgium,0,0.0,0,1.0,3,0.5254271686077118,True,High Spend,2866.18,1505.9688421200512,3003.7083463050203,6,High Value
12449,1,3,254,768.9300000000001,2,1447.5300000000002,723.7650000000001,56,28.0,0.0,0,0.0,Belgium,3,2827.36,1,0.0118110236220472,3,0.6515087127685547,False,High Spend,2866.18,1867.3412423629761,3724.4784342212365,7,High Value
12450,2,215,290,170.95,3,490.3200000000001,163.44000000000003,25,9.666666666666666,21.213203435596427,0,0.4,Spain,2,197.88,1,0.7413793103448276,32,0.3981509923934936,False,Low Spend,402.12,160.10447706127164,319.3340662697494,5,Low Value
12451,4,34,345,1697.7275,5,8942.18,1788.436,259,70.4,59.472682804797024,0,0.1666666666666666,Switzerland,3,3687.7,1,0.0985507246376811,34,0.9000506162643432,False,High Spend,2866.18,2579.7070753245353,5145.31739067462,9,High Value
12454,2,211,237,4098.96,3,12931.44,4310.4800000000005,8,8.0,11.31370849898476,0,0.4285714285714285,Spain,1,3528.34,1,0.890295358649789,32,0.5125167310237885,False,High Spend,2866.18,1468.965204125762,2929.9032759885417,6,Growing
12455,5,5,537,733.392,6,5303.39,883.8983333333334,167,31.333333333333332,38.02236184142168,0,0.0,Cyprus,3,419.56,1,0.0093109869646182,7,0.9447902321815492,False,High Spend,2866.18,2707.9388676741128,5401.080255197001,9,High Value
12456,0,70,70,780.17,1,780.17,780.17,40,40.0,0.0,1,0.0,Switzerland,2,1800.87,1,1.0,34,0.5552066326141357,False,High Spend,2866.18,1591.3221462659835,3173.9485430988198,7,High Value
12457,3,49,251,302.4166666666667,4,1419.9299999999998,354.98249999999996,36,11.0,112.02380699357316,0,0.4285714285714285,Switzerland,3,1135.98,1,0.1952191235059761,34,0.7187137007713318,False,Mid Spend,850.75,611.4456809312105,1219.5501286332888,8,Growing
12458,2,100,303,365.7000000000001,3,1077.01,359.00333333333333,57,20.666666666666668,57.982756057296896,0,0.0,Switzerland,1,425.48,1,0.33003300330033,34,0.5720194220542908,False,High Spend,2866.18,1639.510627103567,3270.062179742087,7,High Value
12459,0,421,421,398.36,1,398.36,398.36,22,22.0,0.0,1,0.0,Spain,0,0.0,0,1.0,32,0.1456574335694313,False,High Spend,2866.18,417.4804229480326,832.6795321094639,2,At-Risk
12460,0,272,272,296.65,1,296.65,296.65,17,17.0,0.0,1,0.0,Belgium,0,0.0,0,1.0,3,0.2017805218696594,False,Mid Spend,850.75,171.66477898061274,342.3914990596921,2,Low Value
12462,0,119,119,594.11,1,594.11,594.11,39,39.0,0.0,1,0.5,Spain,1,343.47999999999996,1,1.0,32,0.4834612131118774,False,High Spend,2866.18,1385.6868597970006,2763.8016602508483,5,Growing
12463,1,22,57,261.38,2,575.95,287.975,31,18.0,0.0,0,0.5,Belgium,2,624.83,1,0.3859649122807017,3,0.7068876147270202,False,Mid Spend,850.75,601.3846382290125,1199.4830216043144,8,Growing
12464,3,16,125,90.31666666666666,4,439.85,109.9625,5,3.0,42.71221527073178,0,0.0,Belgium,4,517.1999999999999,1,0.128,3,0.688223683834076,False,Low Spend,402.12,276.74850774335863,551.9847285591579,8,Low Value
12466,0,498,498,56.73,1,56.73,56.73,1,1.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.0239999994635581,False,Low Spend,402.12,9.650879784285983,19.249022520570403,1,At-Risk
12467,0,239,239,132.8,1,132.8,132.8,9,9.0,0.0,1,0.5,USA,0,0.0,0,1.0,36,0.2439203798770904,False,Low Spend,402.12,98.08526315617559,195.6345412677819,2,Low Value
12468,4,3,498,708.3775,5,3238.74,647.7479999999999,126,29.0,62.70233913765366,0,0.4444444444444444,Germany,0,0.0,0,0.0060240963855421,14,0.8386623620986938,False,High Spend,2866.18,2403.7572890000342,4794.379292267828,9,High Value
12469,1,338,352,1113.7,2,3070.54,1535.27,76,38.0,0.0,0,0.0,Thailand,0,0.0,0,0.9602272727272728,35,0.3515550255775451,False,High Spend,2866.18,1007.6199832098481,2009.7338462928665,4,Growing
12470,0,505,505,211.95,1,211.95,211.95,23,23.0,0.0,1,0.0,Unspecified,0,0.0,0,1.0,39,0.0934146299958229,False,Mid Spend,850.75,79.47249646894633,158.5107170009039,1,At-Risk
12471,56,26,548,432.2882142857143,57,25016.26,438.8817543859649,187,14.385964912280702,10.514785508307542,0,0.4095238095238095,Germany,15,10124.73,1,0.0474452554744525,14,0.9846590876579284,True,High Spend,2866.18,2822.210183863401,5628.998454153779,10,High Value
12472,14,83,541,754.1135714285714,15,11754.02,783.6013333333334,324,41.666666666666664,16.131499456816613,0,0.5,Germany,4,3217.27,1,0.1534195933456562,14,0.9419166684150696,False,High Spend,2866.18,2699.702716677904,5384.65295949418,9,High Value
12474,18,16,482,385.7272222222222,19,7083.79,372.8310526315789,261,22.105263157894736,18.404407684634194,0,0.4615384615384615,Germany,10,4226.96,1,0.0331950207468879,14,1.0,False,High Spend,2866.18,2866.18,5716.69781420765,10,High Value
12475,0,225,225,396.26,1,396.26,396.26,24,24.0,0.0,1,0.0,Germany,1,669.38,1,1.0,14,0.341224592924118,False,High Spend,2866.18,978.0111037472485,1950.6778845232006,3,Growing
12476,11,34,317,671.1681818181818,12,8488.59,707.3825,272,29.583333333333332,20.71363187503692,0,0.3928571428571428,Germany,6,3831.32,1,0.1072555205047318,14,0.983383810520172,False,High Spend,2866.18,2818.5550100367063,5621.708080127857,10,High Value
12477,4,55,439,2403.0925,5,11633.6,2326.7200000000003,249,74.6,26.209095113465224,0,0.1666666666666666,Germany,4,8642.77,1,0.1252847380410023,14,0.9144402861595152,False,High Spend,2866.18,2620.950459384679,5227.578785111518,9,High Value
12480,4,83,323,735.1475,5,3338.49,667.698,119,32.0,22.037846234754127,0,0.1666666666666666,Germany,2,1496.36,1,0.2569659442724458,14,0.8293217062950134,False,High Spend,2866.18,2376.9852881486413,4740.981585651662,9,High Value
12481,10,20,423,582.014,11,8789.74,799.0672727272727,206,25.636363636363637,47.9393134888035,0,0.2,Germany,3,2243.77,1,0.0472813238770685,14,0.9808333277702332,False,High Spend,2866.18,2811.244867388487,5607.127740966108,10,High Value
12482,26,392,469,763.6169230769231,27,21941.72,812.6562962962963,41,7.481481481481482,9.33092459760306,0,0.09375,Sweden,0,0.0,0,0.835820895522388,33,0.341224592924118,False,High Spend,2866.18,978.0111037472485,1950.6778845232006,3,Growing
12483,14,21,493,189.3685714285714,15,2872.86,191.524,47,5.266666666666667,33.46508759755587,0,0.2857142857142857,Sweden,4,1196.32,1,0.0425963488843813,33,0.9292346835136414,False,Low Spend,402.12,373.6638509345055,745.2858229021557,9,Growing
12484,5,152,497,416.16,6,2644.45,440.7416666666666,182,35.5,73.66342375969231,0,0.3,Spain,3,2912.65,1,0.3058350100603622,32,0.6857765197753907,False,High Spend,2866.18,1965.558945449829,3920.377131634905,8,High Value
12485,0,345,345,708.1,1,708.1,708.1,34,34.0,0.0,1,0.0,Sweden,0,0.0,0,1.0,33,0.304966527223587,False,High Spend,2866.18,874.0889609977006,1743.4014795855778,3,Growing
12486,0,247,247,917.28,1,917.28,917.28,48,48.0,0.0,1,0.0,Sweden,0,0.0,0,1.0,33,0.345742666721344,False,High Spend,2866.18,990.9607165033817,1976.5063471242313,4,Growing
12487,0,546,546,285.29999999999995,1,285.29999999999995,285.29999999999995,2,2.0,0.0,1,0.5,Sweden,0,0.0,0,1.0,33,0.1077112197875976,True,Mid Spend,850.75,91.63532023429866,182.7699010137651,1,At-Risk
12489,0,152,152,298.93,1,298.93,298.93,14,14.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.341224592924118,False,Mid Spend,850.75,290.2968224301934,579.007323426342,3,Low Value
12490,11,30,554,403.8627272727272,12,4974.43,414.53583333333336,135,22.0,31.39368784268003,0,0.0714285714285714,France,8,3790.21,1,0.0541516245487364,13,0.98125,False,High Spend,2866.18,2812.439125,5609.5097301912565,10,High Value
12492,0,219,219,380.0,1,380.0,380.0,21,21.0,0.0,1,0.0,Germany,2,227.21,1,1.0,14,0.341224592924118,False,High Spend,2866.18,978.0111037472485,1950.6778845232006,3,Growing
12493,0,13,13,196.5,1,196.5,196.5,11,11.0,0.0,1,0.5,France,1,183.24,1,1.0,13,0.529543149471283,False,Mid Spend,850.75,450.508834412694,898.555871916029,6,Growing
12494,5,12,392,162.788,6,1104.81,184.135,53,11.166666666666666,59.84730570376581,0,0.5,France,3,458.46,1,0.0306122448979591,13,0.688223683834076,False,Low Spend,402.12,276.74850774335863,551.9847285591579,8,Low Value
