user_id,frequency,recency,T,monetary_value,total_orders,total_spend,avg_order_value,unique_products,avg_basket_size,interpurchase_std,is_one_time_buyer,cancellation_rate,country,actual_holdout_transactions,actual_holdout_revenue,purchased_in_holdout
12410,2,124,318,266.66499999999996,3,773.71,257.90333333333336,35,12.666666666666666,136.47160876900367,0,0.25,Switzerland,0,0.0,0
12411,0,225,225,346.9,1,346.9,346.9,22,22.0,0.0,1,0.0,Australia,0,0.0,0
12412,2,218,355,313.585,3,1262.05,420.68333333333334,49,21.0,23.33452377915607,0,0.4,Denmark,3,1142.88,1
12413,2,52,218,254.95,3,695.25,231.75,36,13.0,24.748737341529164,0,0.4,France,1,176.20000000000002,1
12414,3,33,279,147.47,4,532.41,133.1025,19,5.5,71.50058274820796,0,0.25,Austria,0,0.0,0
12415,9,19,343,7519.5555555555575,10,70002.74,7000.274,293,48.3,30.931824675854116,0,0.125,Australia,14,74030.63,1
12416,0,472,472,202.56,1,202.56,202.56,11,11.0,0.0,1,0.0,Australia,0,0.0,0
12417,15,3,549,277.16533333333336,16,4436.58,277.28625,209,15.875,21.322244141696135,0,0.2727272727272727,Belgium,4,1561.83,1
12418,2,229,446,504.34000000000003,3,1352.6200000000001,450.8733333333334,61,22.666666666666668,77.07463914933368,0,0.25,Switzerland,1,668.58,1
12419,1,201,229,152.1,2,391.01,195.505,22,11.5,0.0,0,0.0,Spain,0,0.0,0
12421,2,135,321,157.605,3,365.01,121.67,26,9.333333333333334,4.242640687119285,0,0.25,Spain,3,509.59000000000003,1
12422,9,140,537,346.5877777777778,10,3194.29,319.429,111,13.7,22.147861697639748,0,0.21052631578947367,Switzerland,2,445.06,1
12423,7,7,281,241.56714285714287,8,1953.77,244.22125,112,16.0,24.636403571795558,0,0.0,Belgium,1,153.98,1
12424,1,238,364,1132.53,2,1579.07,789.535,59,31.0,0.0,0,0.6,Australia,2,1760.96,1
12425,0,264,264,964.21,1,964.21,964.21,55,55.0,0.0,1,0.5,Portugal,1,777.2,1
12426,1,10,478,510.73,2,1201.21,600.605,72,37.5,0.0,0,0.3333333333333333,Germany,0,0.0,0
12427,0,187,187,249.5,1,249.5,249.5,9,9.0,0.0,1,0.5,Germany,2,450.3,1
12428,4,58,99,793.9849999999999,5,5119.34,1023.868,226,46.2,7.788880963698615,0,0.25,Finland,3,1285.92,1
12429,5,43,362,615.8979999999999,6,3973.49,662.2483333333333,85,15.833333333333334,61.88941751220478,0,0.14285714285714285,Denmark,2,1868.92,1
12431,16,16,509,363.626875,17,6803.3,400.1941176470588,197,16.58823529411765,22.849872355588044,0,0.20833333333333334,Australia,8,3298.92,1
12433,4,182,292,1763.2475,5,7205.389999999999,1441.078,163,57.2,17.173137938847013,0,0.16666666666666666,Norway,3,6950.06,1
12434,1,76,197,286.25,2,583.54,291.77,34,18.0,0.0,0,0.5,Australia,1,519.89,1
12435,4,83,553,2266.7575,5,10075.03,2015.006,81,19.0,34.7754702819866,0,0.0,Denmark,1,3850.9,1
12437,27,14,553,298.8814814814815,28,8594.08,306.93142857142857,227,14.75,16.81176158632187,0,0.21621621621621623,France,10,2688.32,1
12439,1,498,541,76.52000000000001,2,1142.88,571.44,69,35.5,0.0,0,0.3333333333333333,Cyprus,0,0.0,0
12440,1,278,533,250.69,2,739.2,369.6,20,15.0,0.0,0,0.3333333333333333,Austria,0,0.0,0
12441,0,182,182,155.55,1,155.55,155.55,10,10.0,0.0,1,0.0,France,0,0.0,0
12443,0,548,548,365.31,1,365.31,365.31,20,20.0,0.0,1,0.0,Norway,0,0.0,0
12445,0,236,236,301.58000000000004,1,301.58000000000004,301.58000000000004,20,20.0,0.0,1,0.5,Spain,1,77.4,1
12447,0,59,59,431.49,1,431.49,431.49,25,25.0,0.0,1,0.0,Belgium,0,0.0,0
12449,1,3,254,768.9300000000001,2,1447.5300000000002,723.7650000000001,56,28.0,0.0,0,0.0,Belgium,3,2827.36,1
12450,2,215,290,170.95,3,490.32000000000005,163.44000000000003,25,9.666666666666666,21.213203435596427,0,0.4,Spain,2,197.88,1
12451,4,34,345,1697.7275,5,8942.18,1788.4360000000001,259,70.4,59.472682804797024,0,0.16666666666666666,Switzerland,3,3687.7,1
12454,2,211,237,4098.96,3,12931.44,4310.4800000000005,8,8.0,11.313708498984761,0,0.42857142857142855,Spain,1,3528.34,1
12455,5,5,537,733.392,6,5303.39,883.8983333333334,167,31.333333333333332,38.022361841421684,0,0.0,Cyprus,3,419.56,1
12456,0,70,70,780.17,1,780.17,780.17,40,40.0,0.0,1,0.0,Switzerland,2,1800.87,1
12457,3,49,251,302.4166666666667,4,1419.9299999999998,354.98249999999996,36,11.0,112.02380699357316,0,0.42857142857142855,Switzerland,3,1135.98,1
12458,2,100,303,365.70000000000005,3,1077.01,359.00333333333333,57,20.666666666666668,57.982756057296896,0,0.0,Switzerland,1,425.48,1
12459,0,421,421,398.36,1,398.36,398.36,22,22.0,0.0,1,0.0,Spain,0,0.0,0
12460,0,272,272,296.65,1,296.65,296.65,17,17.0,0.0,1,0.0,Belgium,0,0.0,0
12462,0,119,119,594.11,1,594.11,594.11,39,39.0,0.0,1,0.5,Spain,1,343.47999999999996,1
12463,1,22,57,261.38,2,575.95,287.975,31,18.0,0.0,0,0.5,Belgium,2,624.83,1
12464,3,16,125,90.31666666666666,4,439.84999999999997,109.96249999999999,5,3.0,42.71221527073178,0,0.0,Belgium,4,517.1999999999999,1
12466,0,498,498,56.73,1,56.73,56.73,1,1.0,0.0,1,0.0,France,0,0.0,0
12467,0,239,239,132.8,1,132.8,132.8,9,9.0,0.0,1,0.5,USA,0,0.0,0
12468,4,3,498,708.3775,5,3238.74,647.7479999999999,126,29.0,62.70233913765366,0,0.4444444444444444,Germany,0,0.0,0
12469,1,338,352,1113.7,2,3070.54,1535.27,76,38.0,0.0,0,0.0,Thailand,0,0.0,0
12470,0,505,505,211.95,1,211.95,211.95,23,23.0,0.0,1,0.0,Unspecified,0,0.0,0
12471,56,26,548,432.2882142857143,57,25016.26,438.8817543859649,187,14.385964912280702,10.514785508307542,0,0.4095238095238095,Germany,15,10124.73,1
12472,14,83,541,754.1135714285714,15,11754.02,783.6013333333334,324,41.666666666666664,16.131499456816613,0,0.5,Germany,4,3217.27,1
12474,18,16,482,385.7272222222222,19,7083.79,372.8310526315789,261,22.105263157894736,18.404407684634194,0,0.46153846153846156,Germany,10,4226.96,1
12475,0,225,225,396.26,1,396.26,396.26,24,24.0,0.0,1,0.0,Germany,1,669.38,1
12476,11,34,317,671.1681818181818,12,8488.59,707.3825,272,29.583333333333332,20.71363187503692,0,0.39285714285714285,Germany,6,3831.32,1
12477,4,55,439,2403.0925,5,11633.6,2326.7200000000003,249,74.6,26.209095113465224,0,0.16666666666666666,Germany,4,8642.77,1
12480,4,83,323,735.1475,5,3338.49,667.698,119,32.0,22.037846234754127,0,0.16666666666666666,Germany,2,1496.36,1
12481,10,20,423,582.014,11,8789.74,799.0672727272727,206,25.636363636363637,47.9393134888035,0,0.2,Germany,3,2243.77,1
12482,26,392,469,763.6169230769231,27,21941.72,812.6562962962963,41,7.481481481481482,9.33092459760306,0,0.09375,Sweden,0,0.0,0
12483,14,21,493,189.3685714285714,15,2872.86,191.524,47,5.266666666666667,33.46508759755587,0,0.2857142857142857,Sweden,4,1196.32,1
12484,5,152,497,416.16,6,2644.45,440.7416666666666,182,35.5,73.66342375969231,0,0.3,Spain,3,2912.65,1
12485,0,345,345,708.1,1,708.1,708.1,34,34.0,0.0,1,0.0,Sweden,0,0.0,0
12486,0,247,247,917.28,1,917.28,917.28,48,48.0,0.0,1,0.0,Sweden,0,0.0,0
12487,0,546,546,285.29999999999995,1,285.29999999999995,285.29999999999995,2,2.0,0.0,1,0.5,Sweden,0,0.0,0
12489,0,152,152,298.93,1,298.93,298.93,14,14.0,0.0,1,0.0,France,0,0.0,0
12490,11,30,554,403.8627272727272,12,4974.43,414.53583333333336,135,22.0,31.393687842680034,0,0.07142857142857142,France,8,3790.21,1
12492,0,219,219,380.0,1,380.0,380.0,21,21.0,0.0,1,0.0,Germany,2,227.21,1
12493,0,13,13,196.5,1,196.5,196.5,11,11.0,0.0,1,0.5,France,1,183.24,1
12494,5,12,392,162.788,6,1104.81,184.135,53,11.166666666666666,59.84730570376581,0,0.5,France,3,458.46000000000004,1
12495,0,456,456,277.4,1,277.4,277.4,16,16.0,0.0,1,0.5,Sweden,0,0.0,0
12496,1,436,436,1.25,2,45.34,22.67,10,5.0,0.0,0,0.0,Spain,0,0.0,0
12497,1,216,460,3993.6400000000003,2,5043.400000000001,2521.7000000000003,29,21.0,0.0,0,0.3333333333333333,Germany,1,953.1,1
12499,0,376,376,357.72,1,357.72,357.72,26,26.0,0.0,1,0.0,Germany,0,0.0,0
12500,10,82,489,232.61600000000004,11,2637.59,239.7809090909091,65,8.363636363636363,36.5446454506144,0,0.25,Germany,7,2921.62,1
12501,0,152,152,2025.39,1,2025.39,2025.39,148,148.0,0.0,1,0.5,Germany,0,0.0,0
12502,2,33,125,486.7,3,1478.65,492.8833333333334,60,24.666666666666668,6.363961030678928,0,0.0,Spain,2,1517.22,1
12503,0,400,400,896.0,1,896.0,896.0,1,1.0,0.0,1,0.5,Spain,0,0.0,0
12504,1,233,412,144.60000000000002,2,261.0,130.5,7,4.5,0.0,0,0.0,Germany,2,428.04999999999995,1
12505,0,224,224,787.2,1,787.2,787.2,41,41.0,0.0,1,0.6666666666666666,Italy,0,0.0,0
12506,0,48,48,73.5,1,73.5,73.5,23,23.0,0.0,1,0.0,France,0,0.0,0
12507,1,114,400,362.16,2,817.4100000000001,408.70500000000004,39,19.5,0.0,0,0.0,Spain,2,690.65,1
12509,0,100,100,158.5,1,158.5,158.5,6,6.0,0.0,1,0.0,France,0,0.0,0
12510,5,141,551,499.526,6,2821.51,470.2516666666667,92,22.333333333333332,64.30940833190739,0,0.4666666666666667,Spain,1,217.52,1
12511,0,244,244,3084.02,1,3084.02,3084.02,190,190.0,0.0,1,0.5,Greece,0,0.0,0
12514,1,83,457,1017.68,2,1597.76,798.88,76,42.0,0.0,0,0.0,Italy,0,0.0,0
12515,0,169,169,278.7,1,278.7,278.7,15,15.0,0.0,1,0.0,Italy,0,0.0,0
12516,1,246,415,593.1,2,1102.56,551.28,37,23.0,0.0,0,0.0,Germany,2,1186.06,1
12519,0,292,292,349.7,1,349.7,349.7,21,21.0,0.0,1,0.5,Germany,1,276.84,1
12520,2,20,89,310.07,3,1517.56,505.8533333333333,93,33.0,29.698484809834994,0,0.25,Germany,2,828.7,1
12523,15,68,548,181.214,16,2792.77,174.548125,126,10.4375,20.879928844980018,0,0.23809523809523808,France,7,1217.58,1
12524,13,20,485,602.6823076923076,14,8321.77,594.4121428571428,129,13.357142857142858,33.979254606152615,0,0.06666666666666667,Germany,3,1472.3400000000001,1
12525,2,314,463,203.64999999999998,3,883.73,294.57666666666665,55,19.666666666666668,22.627416997969522,0,0.625,France,0,0.0,0
12527,3,110,345,117.30666666666667,4,653.72,163.43,23,7.0,78.54510381515409,0,0.0,Germany,1,63.790000000000006,1
12528,1,92,128,242.13,2,681.6600000000001,340.83000000000004,37,21.0,0.0,0,0.3333333333333333,Germany,4,963.82,1
12529,0,344,344,316.48,1,316.48,316.48,21,21.0,0.0,1,0.5,France,0,0.0,0
12530,6,49,458,379.16333333333336,7,2595.98,370.8542857142857,75,16.0,36.5937153074131,0,0.2222222222222222,Germany,2,785.28,1
12531,0,502,502,1645.98,1,1645.98,1645.98,109,109.0,0.0,1,0.5,Germany,1,125.22,1
12533,1,443,554,401.96999999999997,2,1223.8899999999999,611.9449999999999,62,35.0,0.0,0,0.6666666666666666,Germany,0,0.0,0
12537,0,224,224,612.94,1,612.94,612.94,42,42.0,0.0,1,0.0,Sweden,0,0.0,0
12538,0,194,194,276.5,1,276.5,276.5,13,13.0,0.0,1,0.0,Spain,1,363.95,1
12539,5,78,532,1514.0520000000001,6,10136.09,1689.3483333333334,246,76.66666666666667,107.26742282724983,0,0.14285714285714285,Spain,1,1050.66,1
12540,21,2,548,609.9128571428571,22,13136.77,597.1259090909091,245,21.772727272727273,16.185237247624908,0,0.08,Spain,10,6113.72,1
12541,0,96,96,284.40000000000003,1,284.40000000000003,284.40000000000003,16,16.0,0.0,1,0.0,Spain,2,556.78,1
12542,1,300,456,117.09,2,481.88,240.94,39,19.5,0.0,0,0.5,Spain,0,0.0,0
12543,0,264,264,840.25,1,840.25,840.25,42,42.0,0.0,1,0.0,Spain,0,0.0,0
12545,0,75,75,544.15,1,544.15,544.15,33,33.0,0.0,1,0.0,Spain,1,288.24,1
12547,2,13,316,75.9,3,299.58,99.86,12,6.0,96.87362902255701,0,0.0,Spain,0,0.0,0
12549,4,391,513,290.565,5,1570.68,314.136,37,9.6,49.80629143659129,0,0.0,USA,0,0.0,0
12551,0,173,173,168.0,1,168.0,168.0,10,10.0,0.0,1,0.0,Spain,0,0.0,0
12553,6,20,239,307.18333333333334,7,2327.09,332.4414285714286,90,19.714285714285715,17.193021840269964,0,0.36363636363636365,France,5,1777.66,1
12554,0,264,264,384.5,1,384.5,384.5,25,25.0,0.0,1,0.0,Spain,0,0.0,0
12555,0,498,498,129.23,1,129.23,129.23,1,1.0,0.0,1,0.0,Spain,0,0.0,0
12557,5,72,538,1801.432,6,10959.800000000001,1826.6333333333334,15,5.666666666666667,53.91382012063326,0,0.0,Spain,2,7136.34,1
12559,1,126,135,75.60000000000001,2,525.71,262.855,20,10.0,0.0,0,0.3333333333333333,Germany,0,0.0,0
12561,0,118,118,238.85,1,238.85,238.85,16,16.0,0.0,1,0.0,Germany,0,0.0,0
12562,2,14,251,521.0699999999999,3,1432.1399999999999,477.37999999999994,42,19.0,97.58073580374356,0,0.0,France,6,2994.78,1
12563,0,224,224,221.24,1,221.24,221.24,12,12.0,0.0,1,0.0,Italy,0,0.0,0
12564,0,77,77,402.9,1,402.9,402.9,20,20.0,0.0,1,0.0,France,0,0.0,0
12565,0,104,104,145.92,1,145.92,145.92,9,9.0,0.0,1,0.5,Saudi Arabia,0,0.0,0
12567,10,0,482,568.892,11,6175.200000000001,561.3818181818183,227,28.727272727272727,39.38993103150432,0,0.15384615384615385,France,4,4566.28,1
12568,0,460,460,52.0,1,52.0,52.0,4,4.0,0.0,1,0.0,Germany,0,0.0,0
12569,4,34,68,154.41000000000003,5,840.32,168.06400000000002,28,7.6,9.394147114027968,0,0.16666666666666666,Germany,27,2312.37,1
12570,0,498,498,77.52,1,77.52,77.52,1,1.0,0.0,1,0.0,Spain,0,0.0,0
12573,4,43,281,141.34750000000003,5,717.4100000000001,143.48200000000003,107,23.4,66.10786640030065,0,0.0,France,0,0.0,0
12574,0,131,131,182.45000000000002,1,182.45000000000002,182.45000000000002,10,10.0,0.0,1,0.0,France,0,0.0,0
12575,1,273,342,263.02,2,568.8199999999999,284.40999999999997,33,18.0,0.0,0,0.0,France,0,0.0,0
12576,4,34,342,218.4475,5,1168.54,233.708,73,16.6,11.87083260208258,0,0.2857142857142857,Poland,3,894.18,1
12577,5,175,552,195.168,6,1186.3899999999999,197.73166666666665,195,36.333333333333336,140.7735770661526,0,0.0,France,2,426.76,1
12578,2,146,259,1068.3700000000001,3,3036.6000000000004,1012.2000000000002,108,41.666666666666664,2.8284271247461903,0,0.5,Italy,1,989.85,1
12580,1,62,392,379.7,2,962.8999999999999,481.44999999999993,51,28.0,0.0,0,0.0,Germany,0,0.0,0
12582,3,54,393,327.7633333333333,4,1820.4,455.1,87,25.25,56.12783029240782,0,0.0,Finland,0,0.0,0
12583,16,16,549,491.821875,17,8614.59,506.7405882352941,101,16.294117647058822,19.803093192731282,0,0.10526315789473684,France,10,3878.9900000000002,1
12584,1,1,96,159.11,2,538.74,269.37,22,13.0,0.0,0,0.3333333333333333,Italy,7,1715.41,1
12585,1,50,167,669.25,2,1824.1,912.05,76,42.5,0.0,0,0.5,Germany,0,0.0,0
12586,2,190,539,721.69,3,1865.73,621.91,76,27.666666666666668,189.50461735799473,0,0.25,Italy,1,196.94000000000003,1
12588,1,215,413,294.98,2,543.88,271.94,26,16.5,0.0,0,0.25,Finland,1,174.89999999999998,1
12589,3,237,505,686.2433333333333,4,2720.23,680.0575,98,35.0,119.63695081370136,0,0.3333333333333333,France,2,574.68,1
12590,0,27,27,9341.26,1,9341.26,9341.26,67,67.0,0.0,1,0.6,Germany,0,0.0,0
12591,2,133,224,271.0,3,1114.95,371.65000000000003,62,21.666666666666668,38.890872965260115,0,0.0,Italy,0,0.0,0
12592,2,29,335,437.40999999999997,3,1535.84,511.94666666666666,38,22.666666666666668,215.667568261897,0,0.42857142857142855,Germany,1,187.8,1
12593,0,34,34,200.0,1,200.0,200.0,10,10.0,0.0,1,0.0,France,2,182.1,1
12594,9,8,462,355.3044444444444,10,3316.88,331.688,71,14.5,26.94438717061496,0,0.15384615384615385,Italy,4,1573.23,1
12595,0,320,320,281.02,1,281.02,281.02,18,18.0,0.0,1,0.0,Germany,0,0.0,0
12596,0,58,58,213.95,1,213.95,213.95,14,14.0,0.0,1,0.0,Spain,1,236.32,1
12597,0,84,84,432.15000000000003,1,432.15000000000003,432.15000000000003,29,29.0,0.0,1,0.0,Spain,3,2763.07,1
12598,4,36,464,487.84000000000003,5,2526.75,505.35,96,23.4,88.74072721511058,0,0.4,France,5,1665.34,1
12599,8,24,393,133.315,9,1530.0,170.0,38,10.11111111111111,27.43824234270743,0,0.0,France,4,496.72,1
12600,16,20,548,187.59000000000003,17,3251.34,191.25529411764705,39,4.764705882352941,25.094488106620812,0,0.22727272727272727,Germany,4,1139.08,1
12601,5,5,220,97.412,6,573.26,95.54333333333334,23,4.666666666666667,21.743964679883014,0,0.14285714285714285,Germany,0,0.0,0
12604,0,77,77,160.5,1,160.5,160.5,9,9.0,0.0,1,0.0,France,1,75.68,1
12605,2,192,274,451.98,3,1124.95,374.98333333333335,62,24.0,7.7781745930520225,0,0.2,Germany,0,0.0,0
12606,0,498,498,21.0,1,21.0,21.0,1,1.0,0.0,1,0.0,Spain,0,0.0,0
12608,0,220,220,415.79,1,415.79,415.79,16,16.0,0.0,1,0.0,United Kingdom,0,0.0,0
12609,7,2,535,348.1628571428572,8,2731.74,341.4675,116,18.75,29.316824358654376,0,0.1111111111111111,Germany,1,290.12,1
12613,7,13,541,473.4857142857143,8,4521.51,565.18875,172,29.625,41.66533331199932,0,0.18181818181818182,Germany,1,1755.86,1
12614,0,93,93,315.6,1,315.6,315.6,20,20.0,0.0,1,0.0,Germany,0,0.0,0
12615,3,229,447,704.77,4,3269.79,817.4475,146,40.75,65.31717487256574,0,0.42857142857142855,France,4,2093.19,1
12616,1,113,204,219.6,2,601.4,300.7,25,15.5,0.0,0,0.6,France,1,421.7,1
12619,2,50,376,297.83,3,735.8,245.26666666666665,20,7.0,203.64675298172568,0,0.0,Germany,6,2349.9,1
12620,0,20,20,561.66,1,561.66,561.66,33,33.0,0.0,1,0.0,France,2,741.75,1
12621,24,16,484,669.37125,25,16303.35,652.134,243,19.64,15.486319348267417,0,0.21875,Germany,10,5793.85,1
12622,0,48,48,162.1,1,162.1,162.1,10,10.0,0.0,1,0.0,Germany,0,0.0,0
12623,6,92,512,319.3533333333333,7,3315.84,473.6914285714286,111,23.714285714285715,36.45636661362,0,0.2222222222222222,Germany,0,0.0,0
12625,3,27,412,1266.3966666666665,4,4678.88,1169.72,143,44.75,54.04936015655813,0,0.2,Germany,0,0.0,0
12626,1,132,142,142.1,2,1094.1,547.05,56,28.5,0.0,0,0.5,Germany,7,4860.38,1
12629,1,201,239,613.86,2,1198.22,599.11,39,21.5,0.0,0,0.0,Sweden,0,0.0,0
12631,4,272,509,525.7225,5,2841.0699999999997,568.2139999999999,105,30.4,43.41274774379833,0,0.16666666666666666,Finland,1,480.5,1
12632,1,336,380,374.56,2,714.88,357.44,31,16.5,0.0,0,0.5,Germany,0,0.0,0
12633,4,12,341,680.335,5,4757.73,951.5459999999999,208,54.4,32.684093990808435,0,0.375,Germany,2,398.43,1
12634,0,364,364,360.0,1,360.0,360.0,19,19.0,0.0,1,0.0,USA,0,0.0,0
12635,1,208,272,455.9,2,1115.23,557.615,76,38.0,0.0,0,0.0,Germany,2,1509.18,1
12637,7,55,359,544.0314285714286,8,4506.06,563.2575,227,44.875,35.18996068956789,0,0.2,France,4,3579.75,1
12638,0,455,455,169.8,1,169.8,169.8,8,8.0,0.0,1,0.0,Sweden,1,511.69,1
12639,2,54,443,429.395,3,1072.37,357.45666666666665,57,20.333333333333332,2.1213203435596424,0,0.0,Sweden,0,0.0,0
12643,7,36,427,554.6999999999999,8,6096.1,762.0125,13,4.0,43.3007203283315,0,0.18181818181818182,France,3,1707.72,1
12644,2,246,510,375.32500000000005,3,1422.5800000000002,474.1933333333334,75,26.333333333333332,152.02795795510772,0,0.4,Germany,1,477.91,1
12645,5,35,484,398.274,6,2329.02,388.17,90,19.5,59.795484779371094,0,0.14285714285714285,Germany,2,886.28,1
