user_id,frequency,recency,T,monetary_value,total_orders,total_spend,avg_order_value,unique_products,avg_basket_size,interpurchase_std,is_one_time_buyer,cancellation_rate,country,actual_holdout_transactions,actual_holdout_revenue,purchased_in_holdout,recency_ratio,country_enc,p_purchase,is_test
12419,1,201,229,152.1,2,391.01,195.505,22,11.5,0.0,0,0.0,Spain,0,0.0,0,0.8777292576419214,32,0.3534222662448883,False
12421,2,135,321,157.605,3,365.01,121.67,26,9.333333333333334,4.242640687119285,0,0.25,Spain,3,509.59,1,0.4205607476635514,32,0.44256980419158937,False
12422,9,140,537,346.5877777777778,10,3194.29,319.429,111,13.7,22.147861697639748,0,0.2105263157894736,Switzerland,2,445.06,1,0.260707635009311,34,0.6593298554420471,False
12423,7,7,281,241.56714285714287,8,1953.77,244.22125,112,16.0,24.63640357179556,0,0.0,Belgium,1,153.98,1,0.02491103202846975,3,0.9658970594406128,False
12424,1,238,364,1132.53,2,1579.07,789.535,59,31.0,0.0,0,0.6,Australia,2,1760.96,1,0.6538461538461539,0,0.5347936272621154,False
12425,0,264,264,964.21,1,964.21,964.21,55,55.0,0.0,1,0.5,Portugal,1,777.2,1,1.0,28,0.3534222662448883,True
12426,1,10,478,510.73,2,1201.21,600.605,72,37.5,0.0,0,0.3333333333333333,Germany,0,0.0,0,0.02092050209205021,14,0.5450407326221466,False
12427,0,187,187,249.5,1,249.5,249.5,9,9.0,0.0,1,0.5,Germany,2,450.3,1,1.0,14,0.3251613974571228,True
12428,4,58,99,793.9849999999999,5,5119.34,1023.868,226,46.2,7.788880963698615,0,0.25,Finland,3,1285.92,1,0.5858585858585859,12,0.799975049495697,True
12429,5,43,362,615.8979999999999,6,3973.49,662.2483333333333,85,15.833333333333334,61.88941751220478,0,0.1428571428571428,Denmark,2,1868.92,1,0.11878453038674033,9,0.8300189852714539,False
12431,16,16,509,363.626875,17,6803.3,400.1941176470588,197,16.58823529411765,22.849872355588044,0,0.2083333333333333,Australia,8,3298.92,1,0.03143418467583497,0,1.0,False
12433,4,182,292,1763.2475,5,7205.389999999999,1441.078,163,57.2,17.173137938847013,0,0.1666666666666666,Norway,3,6950.06,1,0.6232876712328768,26,0.6627930641174317,False
12434,1,76,197,286.25,2,583.54,291.77,34,18.0,0.0,0,0.5,Australia,1,519.89,1,0.38578680203045684,0,0.6450770378112793,False
12435,4,83,553,2266.7575,5,10075.03,2015.006,81,19.0,34.7754702819866,0,0.0,Denmark,1,3850.9,1,0.15009041591320071,9,0.7601226449012757,False
12437,27,14,553,298.8814814814815,28,8594.08,306.93142857142857,227,14.75,16.81176158632187,0,0.2162162162162162,France,10,2688.32,1,0.02531645569620253,13,1.0,False
12439,1,498,541,76.52000000000001,2,1142.88,571.44,69,35.5,0.0,0,0.3333333333333333,Cyprus,0,0.0,0,0.9205175600739371,7,0.18961005359888078,False
12440,1,278,533,250.69,2,739.2,369.6,20,15.0,0.0,0,0.3333333333333333,Austria,0,0.0,0,0.5215759849906192,1,0.30464857518672944,False
12441,0,182,182,155.55,1,155.55,155.55,10,10.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.21609383970499038,False
12443,0,548,548,365.31,1,365.31,365.31,20,20.0,0.0,1,0.0,Norway,0,0.0,0,1.0,26,0.07296861931681634,True
12445,0,236,236,301.58000000000004,1,301.58000000000004,301.58000000000004,20,20.0,0.0,1,0.5,Spain,1,77.4,1,1.0,32,0.3720264554023743,False
12447,0,59,59,431.49,1,431.49,431.49,25,25.0,0.0,1,0.0,Belgium,0,0.0,0,1.0,3,0.5239372253417969,True
12449,1,3,254,768.9300000000001,2,1447.5300000000002,723.7650000000001,56,28.0,0.0,0,0.0,Belgium,3,2827.36,1,0.011811023622047244,3,0.6366025805473328,False
12450,2,215,290,170.95,3,490.3200000000001,163.44000000000003,25,9.666666666666666,21.213203435596427,0,0.4,Spain,2,197.88,1,0.7413793103448276,32,0.4323540568351746,False
12451,4,34,345,1697.7275,5,8942.18,1788.436,259,70.4,59.472682804797024,0,0.1666666666666666,Switzerland,3,3687.7,1,0.09855072463768116,34,0.8885340452194214,False
12454,2,211,237,4098.96,3,12931.44,4310.4800000000005,8,8.0,11.31370849898476,0,0.4285714285714285,Spain,1,3528.34,1,0.890295358649789,32,0.49272364377975464,False
12455,5,5,537,733.392,6,5303.39,883.8983333333334,167,31.333333333333332,38.02236184142168,0,0.0,Cyprus,3,419.56,1,0.00931098696461825,7,0.9264012336730957,False
12456,0,70,70,780.17,1,780.17,780.17,40,40.0,0.0,1,0.0,Switzerland,2,1800.87,1,1.0,34,0.5819576501846313,False
12457,3,49,251,302.4166666666667,4,1419.9299999999998,354.98249999999996,36,11.0,112.02380699357316,0,0.4285714285714285,Switzerland,3,1135.98,1,0.1952191235059761,34,0.7245026350021362,False
12458,2,100,303,365.7000000000001,3,1077.01,359.00333333333333,57,20.666666666666668,57.982756057296896,0,0.0,Switzerland,1,425.48,1,0.33003300330033003,34,0.5843903183937073,False
12459,0,421,421,398.36,1,398.36,398.36,22,22.0,0.0,1,0.0,Spain,0,0.0,0,1.0,32,0.1308549575507641,False
12460,0,272,272,296.65,1,296.65,296.65,17,17.0,0.0,1,0.0,Belgium,0,0.0,0,1.0,3,0.1933923438191414,False
12462,0,119,119,594.11,1,594.11,594.11,39,39.0,0.0,1,0.5,Spain,1,343.47999999999996,1,1.0,32,0.4633759021759033,False
12463,1,22,57,261.38,2,575.95,287.975,31,18.0,0.0,0,0.5,Belgium,2,624.83,1,0.38596491228070173,3,0.6944207668304443,False
12464,3,16,125,90.31666666666666,4,439.85,109.9625,5,3.0,42.71221527073178,0,0.0,Belgium,4,517.1999999999999,1,0.128,3,0.6787881731987,False
12466,0,498,498,56.73,1,56.73,56.73,1,1.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.03895348906517029,False
12467,0,239,239,132.8,1,132.8,132.8,9,9.0,0.0,1,0.5,USA,0,0.0,0,1.0,36,0.2062476858496666,False
12468,4,3,498,708.3775,5,3238.74,647.7479999999999,126,29.0,62.70233913765366,0,0.4444444444444444,Germany,0,0.0,0,0.006024096385542169,14,0.8180935144424438,False
12469,1,338,352,1113.7,2,3070.54,1535.27,76,38.0,0.0,0,0.0,Thailand,0,0.0,0,0.9602272727272727,35,0.3534222662448883,False
12470,0,505,505,211.95,1,211.95,211.95,23,23.0,0.0,1,0.0,Unspecified,0,0.0,0,1.0,39,0.09987338110804558,False
12471,56,26,548,432.2882142857143,57,25016.26,438.8817543859649,187,14.385964912280702,10.514785508307542,0,0.4095238095238095,Germany,15,10124.73,1,0.04744525547445255,14,0.9808278918266297,True
12472,14,83,541,754.1135714285714,15,11754.02,783.6013333333334,324,41.666666666666664,16.131499456816613,0,0.5,Germany,4,3217.27,1,0.1534195933456562,14,0.9553707480430603,False
12474,18,16,482,385.7272222222222,19,7083.79,372.8310526315789,261,22.105263157894736,18.404407684634194,0,0.4615384615384615,Germany,10,4226.96,1,0.03319502074688797,14,1.0,False
12475,0,225,225,396.26,1,396.26,396.26,24,24.0,0.0,1,0.0,Germany,1,669.38,1,1.0,14,0.3534222662448883,False
12476,11,34,317,671.1681818181818,12,8488.59,707.3825,272,29.583333333333332,20.71363187503692,0,0.3928571428571428,Germany,6,3831.32,1,0.10725552050473186,14,0.9808278918266297,False
12477,4,55,439,2403.0925,5,11633.6,2326.7200000000003,249,74.6,26.209095113465224,0,0.1666666666666666,Germany,4,8642.77,1,0.1252847380410023,14,0.9170321226119995,False
12480,4,83,323,735.1475,5,3338.49,667.698,119,32.0,22.037846234754127,0,0.1666666666666666,Germany,2,1496.36,1,0.25696594427244585,14,0.8180935144424438,False
12481,10,20,423,582.014,11,8789.74,799.0672727272727,206,25.636363636363637,47.9393134888035,0,0.2,Germany,3,2243.77,1,0.04728132387706856,14,0.9703015804290771,False
12482,26,392,469,763.6169230769231,27,21941.72,812.6562962962963,41,7.481481481481482,9.33092459760306,0,0.09375,Sweden,0,0.0,0,0.835820895522388,33,0.3251613974571228,False
12483,14,21,493,189.3685714285714,15,2872.86,191.524,47,5.266666666666667,33.46508759755587,0,0.2857142857142857,Sweden,4,1196.32,1,0.04259634888438134,33,0.9591904640197754,False
12484,5,152,497,416.16,6,2644.45,440.7416666666666,182,35.5,73.66342375969231,0,0.3,Spain,3,2912.65,1,0.3058350100603622,32,0.6627930641174317,False
12485,0,345,345,708.1,1,708.1,708.1,34,34.0,0.0,1,0.0,Sweden,0,0.0,0,1.0,33,0.3084853231906891,False
12486,0,247,247,917.28,1,917.28,917.28,48,48.0,0.0,1,0.0,Sweden,0,0.0,0,1.0,33,0.3534222662448883,False
12487,0,546,546,285.29999999999995,1,285.29999999999995,285.29999999999995,2,2.0,0.0,1,0.5,Sweden,0,0.0,0,1.0,33,0.11352357789874076,True
12489,0,152,152,298.93,1,298.93,298.93,14,14.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.3534222662448883,False
12490,11,30,554,403.8627272727272,12,4974.43,414.53583333333336,135,22.0,31.39368784268003,0,0.0714285714285714,France,8,3790.21,1,0.05415162454873646,13,0.9882352948188782,False
12492,0,219,219,380.0,1,380.0,380.0,21,21.0,0.0,1,0.0,Germany,2,227.21,1,1.0,14,0.3534222662448883,False
12493,0,13,13,196.5,1,196.5,196.5,11,11.0,0.0,1,0.5,France,1,183.24,1,1.0,13,0.5921842575073242,False
12494,5,12,392,162.788,6,1104.81,184.135,53,11.166666666666666,59.84730570376581,0,0.5,France,3,458.46,1,0.030612244897959183,13,0.6344342827796936,False
12495,0,456,456,277.4,1,277.4,277.4,16,16.0,0.0,1,0.5,Sweden,0,0.0,0,1.0,33,0.11317501589655876,False
12496,1,436,436,1.25,2,45.34,22.67,10,5.0,0.0,0,0.0,Spain,0,0.0,0,1.0,32,0.15052760019898415,False
12497,1,216,460,3993.64,2,5043.400000000001,2521.7000000000003,29,21.0,0.0,0,0.3333333333333333,Germany,1,953.1,1,0.46956521739130436,14,0.46541209816932677,False
12499,0,376,376,357.72,1,357.72,357.72,26,26.0,0.0,1,0.0,Germany,0,0.0,0,1.0,14,0.18954572528600694,True
12500,10,82,489,232.61600000000004,11,2637.59,239.7809090909091,65,8.363636363636363,36.5446454506144,0,0.25,Germany,7,2921.62,1,0.16768916155419222,14,0.878057849407196,True
12501,0,152,152,2025.39,1,2025.39,2025.39,148,148.0,0.0,1,0.5,Germany,0,0.0,0,1.0,14,0.4243345081806183,False
12502,2,33,125,486.7,3,1478.65,492.8833333333334,60,24.666666666666668,6.363961030678928,0,0.0,Spain,2,1517.22,1,0.264,32,0.8180935144424438,False
12503,0,400,400,896.0,1,896.0,896.0,1,1.0,0.0,1,0.5,Spain,0,0.0,0,1.0,32,0.21609383970499038,False
12504,1,233,412,144.60000000000002,2,261.0,130.5,7,4.5,0.0,0,0.0,Germany,2,428.0499999999999,1,0.5655339805825242,14,0.39814403653144836,False
12505,0,224,224,787.2,1,787.2,787.2,41,41.0,0.0,1,0.6666666666666666,Italy,0,0.0,0,1.0,18,0.4243345081806183,False
12506,0,48,48,73.5,1,73.5,73.5,23,23.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.3534222662448883,False
12507,1,114,400,362.16,2,817.4100000000001,408.705,39,19.5,0.0,0,0.0,Spain,2,690.65,1,0.285,32,0.37661305665969846,False
12509,0,100,100,158.5,1,158.5,158.5,6,6.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.3251613974571228,False
12510,5,141,551,499.526,6,2821.51,470.2516666666667,92,22.333333333333332,64.30940833190739,0,0.4666666666666667,Spain,1,217.52,1,0.2558983666061706,32,0.6593298554420471,True
12511,0,244,244,3084.02,1,3084.02,3084.02,190,190.0,0.0,1,0.5,Greece,0,0.0,0,1.0,15,0.40573031902313234,False
12514,1,83,457,1017.68,2,1597.76,798.88,76,42.0,0.0,0,0.0,Italy,0,0.0,0,0.18161925601750548,18,0.40573031902313234,False
12515,0,169,169,278.7,1,278.7,278.7,15,15.0,0.0,1,0.0,Italy,0,0.0,0,1.0,18,0.3534222662448883,False
12516,1,246,415,593.1,2,1102.56,551.28,37,23.0,0.0,0,0.0,Germany,2,1186.06,1,0.5927710843373494,14,0.4633759021759033,False
12519,0,292,292,349.7,1,349.7,349.7,21,21.0,0.0,1,0.5,Germany,1,276.84,1,1.0,14,0.21879435628652572,False
12520,2,20,89,310.07,3,1517.56,505.8533333333333,93,33.0,29.69848480983499,0,0.25,Germany,2,828.7,1,0.2247191011235955,14,0.855936586856842,False
12523,15,68,548,181.214,16,2792.77,174.548125,126,10.4375,20.879928844980014,0,0.238095238095238,France,7,1217.58,1,0.12408759124087591,13,0.9529938340187073,False
12524,13,20,485,602.6823076923076,14,8321.77,594.4121428571428,129,13.357142857142858,33.979254606152615,0,0.0666666666666666,Germany,3,1472.34,1,0.041237113402061855,14,0.9899999976158143,False
12525,2,314,463,203.65,3,883.73,294.57666666666665,55,19.666666666666668,22.62741699796952,0,0.625,France,0,0.0,0,0.6781857451403888,13,0.3251613974571228,False
12527,3,110,345,117.30666666666669,4,653.72,163.43,23,7.0,78.54510381515409,0,0.0,Germany,1,63.790000000000006,1,0.3188405797101449,14,0.5008935809135437,False
12528,1,92,128,242.13,2,681.6600000000001,340.83000000000004,37,21.0,0.0,0,0.3333333333333333,Germany,4,963.82,1,0.71875,14,0.46323646903038024,False
12529,0,344,344,316.48,1,316.48,316.48,21,21.0,0.0,1,0.5,France,0,0.0,0,1.0,13,0.21879435628652572,False
12530,6,49,458,379.16333333333336,7,2595.98,370.8542857142857,75,16.0,36.5937153074131,0,0.2222222222222222,Germany,2,785.28,1,0.10698689956331878,14,0.9529938340187073,True
12531,0,502,502,1645.98,1,1645.98,1645.98,109,109.0,0.0,1,0.5,Germany,1,125.22,1,1.0,14,0.20045627802610397,True
12533,1,443,554,401.97,2,1223.89,611.9449999999999,62,35.0,0.0,0,0.6666666666666666,Germany,0,0.0,0,0.7996389891696751,14,0.1904548391699791,False
12537,0,224,224,612.94,1,612.94,612.94,42,42.0,0.0,1,0.0,Sweden,0,0.0,0,1.0,33,0.3534222662448883,False
12538,0,194,194,276.5,1,276.5,276.5,13,13.0,0.0,1,0.0,Spain,1,363.95,1,1.0,32,0.3534222662448883,False
12539,5,78,532,1514.052,6,10136.09,1689.3483333333334,246,76.66666666666667,107.26742282724985,0,0.1428571428571428,Spain,1,1050.66,1,0.14661654135338345,32,0.8180935144424438,False
12540,21,2,548,609.9128571428571,22,13136.77,597.1259090909091,245,21.772727272727273,16.185237247624908,0,0.08,Spain,10,6113.72,1,0.0036496350364963502,32,1.0,False
12541,0,96,96,284.40000000000003,1,284.40000000000003,284.40000000000003,16,16.0,0.0,1,0.0,Spain,2,556.78,1,1.0,32,0.4243345081806183,False
12542,1,300,456,117.09,2,481.88,240.94,39,19.5,0.0,0,0.5,Spain,0,0.0,0,0.6578947368421053,32,0.3251613974571228,False
12543,0,264,264,840.25,1,840.25,840.25,42,42.0,0.0,1,0.0,Spain,0,0.0,0,1.0,32,0.3534222662448883,True
12545,0,75,75,544.15,1,544.15,544.15,33,33.0,0.0,1,0.0,Spain,1,288.24,1,1.0,32,0.5456515192985535,False
12547,2,13,316,75.9,3,299.58,99.86,12,6.0,96.873629022557,0,0.0,Spain,0,0.0,0,0.04113924050632911,32,0.5008935809135437,False
12549,4,391,513,290.565,5,1570.68,314.136,37,9.6,49.80629143659129,0,0.0,USA,0,0.0,0,0.7621832358674464,36,0.2062476858496666,False
12551,0,173,173,168.0,1,168.0,168.0,10,10.0,0.0,1,0.0,Spain,0,0.0,0,1.0,32,0.24623398631811141,False
12553,6,20,239,307.18333333333334,7,2327.09,332.4414285714286,90,19.714285714285715,17.193021840269964,0,0.3636363636363636,France,5,1777.66,1,0.08368200836820083,13,0.9553707480430603,False
12554,0,264,264,384.5,1,384.5,384.5,25,25.0,0.0,1,0.0,Spain,0,0.0,0,1.0,32,0.3251613974571228,False
12555,0,498,498,129.23,1,129.23,129.23,1,1.0,0.0,1,0.0,Spain,0,0.0,0,1.0,32,0.07130195125937462,False
12557,5,72,538,1801.432,6,10959.8,1826.6333333333337,15,5.666666666666667,53.91382012063326,0,0.0,Spain,2,7136.34,1,0.13382899628252787,32,0.7470576405525208,False
12559,1,126,135,75.60000000000001,2,525.71,262.855,20,10.0,0.0,0,0.3333333333333333,Germany,0,0.0,0,0.9333333333333333,14,0.3720264554023743,False
12561,0,118,118,238.85,1,238.85,238.85,16,16.0,0.0,1,0.0,Germany,0,0.0,0,1.0,14,0.37661305665969846,False
12562,2,14,251,521.0699999999999,3,1432.14,477.37999999999994,42,19.0,97.58073580374356,0,0.0,France,6,2994.78,1,0.055776892430278883,13,0.7726093292236328,False
12563,0,224,224,221.24,1,221.24,221.24,12,12.0,0.0,1,0.0,Italy,0,0.0,0,1.0,18,0.3251613974571228,False
12564,0,77,77,402.9,1,402.9,402.9,20,20.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.4517854869365692,False
12565,0,104,104,145.92,1,145.92,145.92,9,9.0,0.0,1,0.5,Saudi Arabia,0,0.0,0,1.0,30,0.3251613974571228,False
12567,10,0,482,568.892,11,6175.200000000001,561.3818181818183,227,28.727272727272727,39.38993103150432,0,0.1538461538461538,France,4,4566.28,1,0.0,13,0.9808278918266297,False
12568,0,460,460,52.0,1,52.0,52.0,4,4.0,0.0,1,0.0,Germany,0,0.0,0,1.0,14,0.040620157122612,False
12569,4,34,68,154.41000000000005,5,840.32,168.06400000000002,28,7.6,9.394147114027968,0,0.1666666666666666,Germany,27,2312.37,1,0.5,14,0.5876484751701355,True
